Book,Line,Word,Text,Length,Foot
10,1,1,ἄ,long,1
10,1,1,λλοι,long,1
10,1,2,μὲν,long,2
10,1,3,πα,short,2
10,1,3,ρὰ,short,2
10,1,4,νηυ,long,3
10,1,4,σὶν,short,3
10,1,5,ἀ,short,3
10,1,5,ρι,long,4
10,1,5,στῆ,long,4
10,1,5,ες,long,5
10,1,6,Πα,short,5
10,1,6,να,short,5
10,1,6,χαι,long,6
10,1,6,ῶν,long,6
10,2,1,εὗ,long,1
10,2,1,δον,long,1
10,2,2,πα,long,2
10,2,2,ννύ,short,2
10,2,2,χι,short,2
10,2,2,οι,long,3
10,2,3,μα,short,3
10,2,3,λα,short,3
10,2,3,κῷ,long,4
10,2,4,δε,long,4
10,2,4,δμη,long,5
10,2,4,μέ,short,5
10,2,4,νοι,short,5
10,2,5,ὕ,long,6
10,2,5,πνῳ·,long,6
10,3,1,ἀλλ’,long,1
10,3,2,οὐκ,long,1
10,3,3,Ἀ,long,2
10,3,3,τρε,short,2
10,3,3,ΐ,short,2
10,3,3,δην,long,3
10,3,4,Ἀ,short,3
10,3,4,γα,short,3
10,3,4,μέ,long,4
10,3,4,μνο,short,4
10,3,4,να,short,4
10,3,5,ποι,long,5
10,3,5,μέ,short,5
10,3,5,να,short,5
10,3,6,λα,long,6
10,3,6,ῶν,long,6
10,4,1,ὕ,long,1
10,4,1,πνος,short,1
10,4,2,ἔ,short,1
10,4,2,χε,long,2
10,4,3,γλυ,short,2
10,4,3,κε,short,2
10,4,3,ρὸς,long,3
10,4,4,πο,long,3
10,4,4,λλὰ,long,4
10,4,5,φρε,short,4
10,4,5,σὶν,short,4
10,4,6,ὁ,long,5
10,4,6,ρμαί,long,5
10,4,6,νο,long,6
10,4,6,ντα.,long,6
10,5,1,ὡς,long,1
10,5,2,δ’ὅτ’,short,1
10,5,3,ἂν,short,1
10,5,4,ἀ,long,2
10,5,4,στρά,long,2
10,5,4,πτῃ,long,3
10,5,5,πό,short,3
10,5,5,σις,short,3
10,5,6,Ἥ,long,4
10,5,6,ρης,long,4
10,5,7,ἠ,long,5
10,5,7,ϋ,short,5
10,5,7,κό,short,5
10,5,7,μοι,long,6
10,5,7,ο,long,6
10,6,1,τεύ,long,1
10,6,1,χων,long,1
10,6,2,ἢ,long,2
10,6,3,πο,short,2
10,6,3,λὺν,short,2
10,6,4,ὄ,long,3
10,6,4,μβρον,short,3
10,6,5,ἀ,short,3
10,6,5,θέ,long,4
10,6,5,σφα,short,4
10,6,5,τον,short,4
10,6,6,ἠ,long,5
10,6,6,ὲ,short,5
10,6,7,χά,short,5
10,6,7,λα,long,6
10,6,7,ζαν,long,6
10,7,1,ἢ,long,1
10,7,2,νι,short,1
10,7,2,φε,short,1
10,7,2,"τόν,",long,2
10,7,3,ὅ,short,2
10,7,3,τε,short,2
10,7,4,πέρ,long,3
10,7,5,τε,short,3
10,7,6,χι,short,3
10,7,6,ὼν,long,4
10,7,7,ἐ,short,4
10,7,7,πά,short,4
