Formula,Book,Line,Word Number,Word Count,Source,ID
Πηληϊάδεω Ἀχιλῆος,1,1,3,2,Il,1
Πηληϊάδεω Ἀχιλῆος,1,322,2,2,Il,2
Πηληϊάδεω Ἀχιλῆος,9,166,3,2,Il,3
Πηληϊάδεω Ἀχιλῆος,16,269,2,2,Il,4
Πηληϊάδεω Ἀχιλῆος,16,653,3,2,Il,5
Πηληϊάδεω Ἀχιλῆος,24,406,4,2,Il,6
Πηληϊάδεω Ἀχιλῆος,11,467,3,2,Od,7
Πηληϊάδεω Ἀχιλῆος,24,15,3,2,Od,8
ἐξ οὗ,1,6,0,2,Il,9
ἐξ οὗ,8,295,2,2,Il,10
ἐξ οὗ,13,778,0,2,Il,11
ἐξ οὗ,21,196,0,2,Il,12
ἐξ οὗ,24,638,0,2,Il,13
ἐξ οὗ,24,766,0,2,Il,14
ἐξ οὗ,2,27,0,2,Od,15
ἐξ οὗ,2,90,0,2,Od,16
ἐξ οὗ,8,539,0,2,Od,17
ἐξ οὗ,11,168,0,2,Od,18
ἐξ οὗ,14,379,0,2,Od,19
ἐξ οὗ,16,142,2,2,Od,20
ἐξ οὗ,17,103,4,2,Od,21
ἐξ οὗ,18,181,1,2,Od,22
ἐξ οὗ,19,223,0,2,Od,23
ἐξ οὗ,19,596,4,2,Od,24
ἐξ οὗ,21,303,0,2,Od,25
ἐξ οὗ,23,18,5,2,Od,26
ἐξ οὗ,24,310,0,2,Od,27
τὰ πρῶτα,1,6,3,2,Il,28
τὰ πρῶτα,6,489,6,2,Il,29
τὰ πρῶτα,12,420,4,2,Il,30
τὰ πρῶτα,13,679,3,2,Il,31
τὰ πρῶτα,17,612,2,2,Il,32
τὰ πρῶτα,23,275,3,2,Il,33
τὰ πρῶτα,23,523,2,2,Il,34
τὰ πρῶτα,23,538,2,2,Il,35
τὰ πρῶτα,8,553,6,2,Od,36
ἄναξ ἀνδρῶν,1,7,2,2,Il,37
ἄναξ ἀνδρῶν,1,172,3,2,Il,38
ἄναξ ἀνδρῶν,1,442,4,2,Il,39
ἄναξ ἀνδρῶν,1,506,5,2,Il,40
ἄναξ ἀνδρῶν,2,402,4,2,Il,41
ἄναξ ἀνδρῶν,2,434,2,2,Il,42
ἄναξ ἀνδρῶν,2,441,4,2,Il,43
ἄναξ ἀνδρῶν,2,612,4,2,Il,44
ἄναξ ἀνδρῶν,3,81,4,2,Il,45
ἄναξ ἀνδρῶν,3,267,3,2,Il,46
ἄναξ ἀνδρῶν,3,455,4,2,Il,47
ἄναξ ἀνδρῶν,4,148,3,2,Il,48
ἄναξ ἀνδρῶν,4,255,4,2,Il,49
ἄναξ ἀνδρῶν,4,336,4,2,Il,50
ἄναξ ἀνδρῶν,5,38,3,2,Il,51
ἄναξ ἀνδρῶν,5,268,3,2,Il,52
ἄναξ ἀνδρῶν,5,311,5,2,Il,53
ἄναξ ἀνδρῶν,6,33,3,2,Il,54
ἄναξ ἀνδρῶν,7,162,4,2,Il,55
ἄναξ ἀνδρῶν,7,314,4,2,Il,56
ἄναξ ἀνδρῶν,8,278,4,2,Il,57
ἄναξ ἀνδρῶν,9,96,2,2,Il,58
ἄναξ ἀνδρῶν,9,114,3,2,Il,59
ἄναξ ἀνδρῶν,9,163,2,2,Il,60
ἄναξ ἀνδρῶν,9,668,2,2,Il,61
ἄναξ ἀνδρῶν,9,673,2,2,Il,62
ἄναξ ἀνδρῶν,9,693,2,2,Il,63
ἄναξ ἀνδρῶν,10,64,3,2,Il,64
ἄναξ ἀνδρῶν,10,86,3,2,Il,65
ἄναξ ἀνδρῶν,10,103,2,2,Il,66
ἄναξ ἀνδρῶν,10,119,3,2,Il,67
ἄναξ ἀνδρῶν,10,233,4,2,Il,68
ἄναξ ἀνδρῶν,11,99,5,2,Il,69
ἄναξ ἀνδρῶν,11,254,3,2,Il,70
ἄναξ ἀνδρῶν,11,700,3,2,Il,71
ἄναξ ἀνδρῶν,14,64,3,2,Il,72
ἄναξ ἀνδρῶν,14,103,3,2,Il,73
ἄναξ ἀνδρῶν,14,134,5,2,Il,74
ἄναξ ἀνδρῶν,15,532,4,2,Il,75
ἄναξ ἀνδρῶν,18,111,4,2,Il,76
ἄναξ ἀνδρῶν,19,51,4,2,Il,77
ἄναξ ἀνδρῶν,19,76,4,2,Il,78
ἄναξ ἀνδρῶν,19,146,2,2,Il,79
ἄναξ ἀνδρῶν,19,172,4,2,Il,80
ἄναξ ἀνδρῶν,19,184,3,2,Il,81
ἄναξ ἀνδρῶν,19,199,2,2,Il,82
ἄναξ ἀνδρῶν,23,49,2,2,Il,83
ἄναξ ἀνδρῶν,23,161,4,2,Il,84
ἄναξ ἀνδρῶν,23,288,4,2,Il,85
ἄναξ ἀνδρῶν,23,895,4,2,Il,86
ἄναξ ἀνδρῶν,8,77,2,2,Od,87
ἄναξ ἀνδρῶν,11,397,2,2,Od,88
ἄναξ ἀνδρῶν,24,121,2,2,Od,89
ἀνδρῶν καὶ,1,7,3,2,Il,90
ἀνδρῶν καὶ,13,237,3,2,Il,91
ἀνδρῶν καὶ,8,559,6,2,Od,92
ἀνδρῶν καὶ,16,36,5,2,Od,93
ἀνδρῶν καὶ,21,340,6,2,Od,94
καὶ δῖος,1,7,4,2,Il,95
καὶ δῖος,3,314,4,2,Il,96
καὶ δῖος,7,168,4,2,Il,97
καὶ δῖος,8,333,3,2,Il,98
καὶ δῖος,9,169,5,2,Il,99
καὶ δῖος,11,766,5,2,Il,100
καὶ δῖος,13,422,3,2,Il,101
καὶ δῖος,14,424,4,2,Il,102
καὶ δῖος,19,48,3,2,Il,103
καὶ δῖος,19,310,3,2,Il,104
καὶ δῖος,20,160,2,2,Il,105
καὶ δῖος,23,838,3,2,Il,106
καὶ δῖος,3,126,6,2,Od,107
καὶ δῖος,3,439,4,2,Od,108
καὶ δῖος,4,280,4,2,Od,109
καὶ δῖος,15,301,5,2,Od,110
καὶ δῖος,16,1,5,2,Od,111
καὶ δῖος,16,333,4,2,Od,112
καὶ δῖος,17,183,3,2,Od,113
καὶ δῖος,17,260,3,2,Od,114
δῖος Ἀχιλλεύς,1,7,5,2,Il,115
δῖος Ἀχιλλεύς,1,121,4,2,Il,116
δῖος Ἀχιλλεύς,1,292,4,2,Il,117
δῖος Ἀχιλλεύς,5,788,5,2,Il,118
δῖος Ἀχιλλεύς,6,414,5,2,Il,119
δῖος Ἀχιλλεύς,9,199,5,2,Il,120
δῖος Ἀχιλλεύς,9,209,5,2,Il,121
δῖος Ἀχιλλεύς,11,598,5,2,Il,122
δῖος Ἀχιλλεύς,15,68,5,2,Il,123
δῖος Ἀχιλλεύς,16,5,5,2,Il,124
δῖος Ἀχιλλεύς,17,402,3,2,Il,125
δῖος Ἀχιλλεύς,18,181,4,2,Il,126
δῖος Ἀχιλλεύς,18,228,6,2,Il,127
δῖος Ἀχιλλεύς,18,305,5,2,Il,128
δῖος Ἀχιλλεύς,19,364,5,2,Il,129
δῖος Ἀχιλλεύς,19,384,5,2,Il,130
δῖος Ἀχιλλεύς,20,160,3,2,Il,131
δῖος Ἀχιλλεύς,20,177,4,2,Il,132
δῖος Ἀχιλλεύς,20,388,5,2,Il,133
δῖος Ἀχιλλεύς,21,39,5,2,Il,134
δῖος Ἀχιλλεύς,21,149,4,2,Il,135
δῖος Ἀχιλλεύς,22,102,6,2,Il,136
δῖος Ἀχιλλεύς,22,205,3,2,Il,137
δῖος Ἀχιλλεύς,22,326,6,2,Il,138
δῖος Ἀχιλλεύς,22,330,5,2,Il,139
δῖος Ἀχιλλεύς,22,364,4,2,Il,140
δῖος Ἀχιλλεύς,22,376,4,2,Il,141
δῖος Ἀχιλλεύς,23,140,5,2,Il,142
δῖος Ἀχιλλεύς,23,193,5,2,Il,143
δῖος Ἀχιλλεύς,23,333,5,2,Il,144
δῖος Ἀχιλλεύς,23,534,5,2,Il,145
δῖος Ἀχιλλεύς,23,828,5,2,Il,146
δῖος Ἀχιλλεύς,23,889,5,2,Il,147
δῖος Ἀχιλλεύς,24,151,6,2,Il,148
δῖος Ἀχιλλεύς,24,180,6,2,Il,149
δῖος Ἀχιλλεύς,24,513,5,2,Il,150
δῖος Ἀχιλλεύς,24,596,7,2,Il,151
δῖος Ἀχιλλεύς,24,668,4,2,Il,152
καὶ Διὸς,1,9,1,2,Il,153
καὶ Διὸς,2,348,4,2,Il,154
καὶ Διὸς,13,837,4,2,Il,155
καὶ Διὸς,22,302,2,2,Il,156
καὶ Διὸς,11,261,2,2,Od,157
Διὸς υἱός,1,9,2,2,Il,158
Διὸς υἱός,5,683,1,2,Il,159
Διὸς υἱός,16,522,1,2,Il,160
Διὸς υἱός,11,318,2,2,Od,161
ὃ γὰρ,1,9,4,2,Il,162
ὃ γὰρ,1,12,1,2,Il,163
ὃ γὰρ,1,404,1,2,Il,164
ὃ γὰρ,1,581,3,2,Il,165
ὃ γὰρ,2,555,3,2,Il,166
ὃ γὰρ,2,769,3,2,Il,167
ὃ γὰρ,18,250,1,2,Il,168
ὃ γὰρ,18,460,2,2,Il,169
ὃ γὰρ,20,243,3,2,Il,170
ὃ γὰρ,23,9,2,2,Il,171
ὃ γὰρ,23,756,1,2,Il,172
ὃ γὰρ,24,190,2,2,Od,173
ἀνὰ στρατὸν,1,10,1,2,Il,174
ἀνὰ στρατὸν,1,53,2,2,Il,175
ἀνὰ στρατὸν,1,384,1,2,Il,176
ἀνὰ στρατὸν,4,209,4,2,Il,177
ἀνὰ στρατὸν,4,436,3,2,Il,178
ἀνὰ στρατὸν,10,82,4,2,Il,179
ἀνὰ στρατὸν,10,141,4,2,Il,180
δὲ λαοί,1,10,6,2,Il,181
δὲ λαοί,2,86,3,2,Il,182
δὲ λαοί,5,643,6,2,Il,183
δὲ λαοί,9,420,4,2,Il,184
δὲ λαοί,9,683,4,2,Il,185
δὲ λαοί,14,34,4,2,Il,186
θοὰς ἐπὶ νῆας,1,12,4,3,Il,187
θοὰς ἐπὶ νῆας,1,371,1,3,Il,188
θοὰς ἐπὶ νῆας,2,8,4,3,Il,189
θοὰς ἐπὶ νῆας,2,17,2,3,Il,190
θοὰς ἐπὶ νῆας,2,168,2,3,Il,191
θοὰς ἐπὶ νῆας,2,263,3,3,Il,192
θοὰς ἐπὶ νῆας,6,52,5,3,Il,193
θοὰς ἐπὶ νῆας,10,450,5,3,Il,194
θοὰς ἐπὶ νῆας,10,514,3,3,Il,195
θοὰς ἐπὶ νῆας,11,3,3,3,Il,196
θοὰς ἐπὶ νῆας,11,568,3,3,Il,197
θοὰς ἐπὶ νῆας,16,247,3,3,Il,198
θοὰς ἐπὶ νῆας,17,622,4,3,Il,199
θοὰς ἐπὶ νῆας,24,1,4,3,Il,200
θοὰς ἐπὶ νῆας,24,564,4,3,Il,201
ἐπὶ νῆας,1,12,5,2,Il,202
ἐπὶ νῆας,1,168,2,2,Il,203
ἐπὶ νῆας,1,371,2,2,Il,204
ἐπὶ νῆας,2,8,5,2,Il,205
ἐπὶ νῆας,2,17,3,2,Il,206
ἐπὶ νῆας,2,168,3,2,Il,207
ἐπὶ νῆας,2,263,4,2,Il,208
ἐπὶ νῆας,5,26,4,2,Il,209
ἐπὶ νῆας,6,52,6,2,Il,210
ἐπὶ νῆας,6,69,5,2,Il,211
ἐπὶ νῆας,7,78,4,2,Il,212
ἐπὶ νῆας,7,84,3,2,Il,213
ἐπὶ νῆας,7,372,4,2,Il,214
ἐπὶ νῆας,7,381,4,2,Il,215
ἐπὶ νῆας,7,432,6,2,Il,216
ἐπὶ νῆας,8,98,3,2,Il,217
ἐπὶ νῆας,10,281,3,2,Il,218
ἐπὶ νῆας,10,347,2,2,Il,219
ἐπὶ νῆας,10,385,3,2,Il,220
ἐπὶ νῆας,10,450,6,2,Il,221
ἐπὶ νῆας,10,514,4,2,Il,222
ἐπὶ νῆας,10,525,5,2,Il,223
ἐπὶ νῆας,11,3,4,2,Il,224
ἐπὶ νῆας,11,568,4,2,Il,225
ἐπὶ νῆας,14,353,3,2,Il,226
ἐπὶ νῆας,15,116,4,2,Il,227
ἐπὶ νῆας,15,305,2,2,Il,228
ἐπὶ νῆας,16,247,4,2,Il,229
ἐπὶ νῆας,16,395,1,2,Il,230
ἐπὶ νῆας,16,664,5,2,Il,231
ἐπὶ νῆας,17,432,3,2,Il,232
ἐπὶ νῆας,17,622,5,2,Il,233
ἐπὶ νῆας,17,691,5,2,Il,234
ἐπὶ νῆας,18,14,1,2,Il,235
ἐπὶ νῆας,18,280,3,2,Il,236
ἐπὶ νῆας,21,32,4,2,Il,237
ἐπὶ νῆας,21,297,1,2,Il,238
ἐπὶ νῆας,22,417,3,2,Il,239
ἐπὶ νῆας,22,465,3,2,Il,240
ἐπὶ νῆας,23,883,4,2,Il,241
ἐπὶ νῆας,23,892,7,2,Il,242
ἐπὶ νῆας,24,1,5,2,Il,243
ἐπὶ νῆας,24,118,4,2,Il,244
ἐπὶ νῆας,24,146,4,2,Il,245
ἐπὶ νῆας,24,195,4,2,Il,246
ἐπὶ νῆας,24,199,2,2,Il,247
ἐπὶ νῆας,24,203,2,2,Il,248
ἐπὶ νῆας,24,289,1,2,Il,249
ἐπὶ νῆας,24,295,2,2,Il,250
ἐπὶ νῆας,24,313,2,2,Il,251
ἐπὶ νῆας,24,336,5,2,Il,252
ἐπὶ νῆας,24,519,2,2,Il,253
ἐπὶ νῆας,24,564,5,2,Il,254
ἐπὶ νῆας,4,426,2,2,Od,255
ἐπὶ νῆας,4,571,2,2,Od,256
ἐπὶ νῆας,9,98,3,2,Od,257
ἐπὶ νῆας,10,117,5,2,Od,258
ἐπὶ νῆας,14,501,3,2,Od,259
ἐπὶ νῆας,24,43,2,2,Od,260
ἐπὶ νῆας,24,50,5,2,Od,261
νῆας Ἀχαιῶν,1,12,6,2,Il,262
νῆας Ἀχαιῶν,1,347,6,2,Il,263
νῆας Ἀχαιῶν,1,371,3,2,Il,264
νῆας Ἀχαιῶν,2,8,6,2,Il,265
νῆας Ἀχαιῶν,2,17,4,2,Il,266
νῆας Ἀχαιῶν,2,47,4,2,Il,267
νῆας Ἀχαιῶν,2,168,4,2,Il,268
νῆας Ἀχαιῶν,2,187,4,2,Il,269
νῆας Ἀχαιῶν,6,52,7,2,Il,270
νῆας Ἀχαιῶν,8,52,5,2,Il,271
νῆας Ἀχαιῶν,8,98,4,2,Il,272
νῆας Ἀχαιῶν,8,220,6,2,Il,273
νῆας Ἀχαιῶν,10,136,3,2,Il,274
νῆας Ἀχαιῶν,10,450,7,2,Il,275
νῆας Ἀχαιῶν,10,514,5,2,Il,276
νῆας Ἀχαιῶν,11,3,5,2,Il,277
νῆας Ἀχαιῶν,11,82,5,2,Il,278
νῆας Ἀχαιῶν,11,616,7,2,Il,279
νῆας Ἀχαιῶν,13,41,4,2,Il,280
νῆας Ἀχαιῶν,13,144,4,2,Il,281
νῆας Ἀχαιῶν,13,167,6,2,Il,282
νῆας Ἀχαιῶν,13,208,6,2,Il,283
νῆας Ἀχαιῶν,14,353,4,2,Il,284
νῆας Ἀχαιῶν,15,116,5,2,Il,285
νῆας Ἀχαιῶν,15,305,3,2,Il,286
νῆας Ἀχαιῶν,17,691,6,2,Il,287
νῆας Ἀχαιῶν,22,417,4,2,Il,288
νῆας Ἀχαιῶν,22,465,4,2,Il,289
νῆας Ἀχαιῶν,24,118,5,2,Il,290
νῆας Ἀχαιῶν,24,146,5,2,Il,291
νῆας Ἀχαιῶν,24,195,5,2,Il,292
νῆας Ἀχαιῶν,24,203,3,2,Il,293
νῆας Ἀχαιῶν,24,336,6,2,Il,294
νῆας Ἀχαιῶν,24,501,5,2,Il,295
νῆας Ἀχαιῶν,24,519,3,2,Il,296
νῆας Ἀχαιῶν,24,564,6,2,Il,297
ἀπερείσι’ ἄποινα,1,13,4,2,Il,298
ἀπερείσι’ ἄποινα,1,372,4,2,Il,299
ἀπερείσι’ ἄποινα,6,49,5,2,Il,300
ἀπερείσι’ ἄποινα,6,427,6,2,Il,301
ἀπερείσι’ ἄποινα,9,120,4,2,Il,302
ἀπερείσι’ ἄποινα,10,380,4,2,Il,303
ἀπερείσι’ ἄποινα,11,134,5,2,Il,304
ἀπερείσι’ ἄποινα,19,138,4,2,Il,305
ἀπερείσι’ ἄποινα,24,276,3,2,Il,306
ἀπερείσι’ ἄποινα,24,502,4,2,Il,307
ἀπερείσι’ ἄποινα,24,579,3,2,Il,308
ἔχων ἐν,1,14,1,2,Il,309
ἔχων ἐν,1,373,1,2,Il,310
ἔχων ἐν,8,221,3,2,Il,311
ἔχων ἐν,14,384,3,2,Il,312
ἔχων ἐν,15,443,1,2,Il,313
ἔχων ἐν,17,604,1,2,Il,314
ἔχων ἐν,19,251,1,2,Il,315
ἔχων ἐν,3,443,1,2,Od,316
ἔχων ἐν,4,97,4,2,Od,317
ἔχων ἐν,15,148,1,2,Od,318
ἐν χερσὶν,1,14,2,2,Il,319
ἐν χερσὶν,1,373,2,2,Il,320
ἐν χερσὶν,5,574,5,2,Il,321
ἐν χερσὶν,6,482,4,2,Il,322
ἐν χερσὶν,12,422,1,2,Il,323
ἐν χερσὶν,13,653,5,2,Il,324
ἐν χερσὶν,18,551,3,2,Il,325
ἐν χερσὶν,21,82,6,2,Il,326
ἐν χερσὶν,22,426,4,2,Il,327
ἐν χερσὶν,23,114,4,2,Il,328
ἐν χερσὶν,1,153,1,2,Od,329
ἐν χερσὶν,3,433,1,2,Od,330
ἐν χερσὶν,3,463,3,2,Od,331
ἐν χερσὶν,4,66,1,2,Od,332
ἐν χερσὶν,8,482,6,2,Od,333
ἐν χερσὶν,10,397,5,2,Od,334
ἐν χερσὶν,12,229,1,2,Od,335
ἐν χερσὶν,18,152,1,2,Od,336
πάντας Ἀχαιούς,1,15,5,2,Il,337
πάντας Ἀχαιούς,1,374,5,2,Il,338
πάντας Ἀχαιούς,3,68,5,2,Il,339
πάντας Ἀχαιούς,7,49,5,2,Il,340
πάντας Ἀχαιούς,23,815,4,2,Il,341
πάντας Ἀχαιούς,3,137,5,2,Od,342
πάντας Ἀχαιούς,4,288,4,2,Od,343
πάντας Ἀχαιούς,24,49,5,2,Od,344
πάντας Ἀχαιούς,24,438,6,2,Od,345
δὲ μάλιστα,1,16,1,2,Il,346
δὲ μάλιστα,1,375,1,2,Il,347
δὲ μάλιστα,4,96,2,2,Il,348
δὲ μάλιστα,9,180,4,2,Il,349
δὲ μάλιστα,12,89,6,2,Il,350
δὲ μάλιστα,12,197,6,2,Il,351
δὲ μάλιστα,13,418,1,2,Il,352
δὲ μάλιστα,14,458,1,2,Il,353
δὲ μάλιστα,14,486,1,2,Il,354
δὲ μάλιστα,17,286,5,2,Il,355
δὲ μάλιστα,24,742,2,2,Il,356
δὲ μάλιστα,2,162,1,2,Od,357
δὲ μάλιστα,2,266,1,2,Od,358
δὲ μάλιστα,2,432,2,2,Od,359
δὲ μάλιστα,13,37,1,2,Od,360
δὲ μάλιστα,14,138,2,2,Od,361
δὲ μάλιστα,17,500,1,2,Od,362
δὲ μάλιστα,21,277,1,2,Od,363
τε καὶ,1,17,1,2,Il,364
τε καὶ,1,82,1,2,Il,365
τε καὶ,1,237,1,2,Il,366
τε καὶ,1,264,2,2,Il,367
τε καὶ,1,293,4,2,Il,368
τε καὶ,1,320,4,2,Il,369
τε καὶ,1,367,3,2,Il,370
τε καὶ,1,409,4,2,Il,371
τε καὶ,2,1,4,2,Il,372
τε καὶ,2,40,1,2,Il,373
τε καὶ,2,281,4,2,Il,374
τε καὶ,2,303,1,2,Il,375
τε καὶ,2,339,3,2,Il,376
τε καὶ,2,349,6,2,Il,377
τε καὶ,2,466,4,2,Il,378
τε καὶ,2,498,2,2,Il,379
τε καὶ,2,532,3,2,Il,380
τε καὶ,2,554,2,2,Il,381
τε καὶ,2,561,2,2,Il,382
τε καὶ,2,573,2,2,Il,383
τε καὶ,2,606,3,2,Il,384
τε καὶ,2,615,3,2,Il,385
τε καὶ,2,647,2,2,Il,386
τε καὶ,2,656,2,2,Il,387
τε καὶ,2,676,7,2,Il,388
τε καὶ,2,678,3,2,Il,389
τε καὶ,2,830,3,2,Il,390
τε καὶ,2,855,2,2,Il,391
τε καὶ,2,864,3,2,Il,392
τε καὶ,3,104,1,2,Il,393
τε καὶ,3,148,1,2,Il,394
τε καὶ,3,227,3,2,Il,395
τε καὶ,3,287,1,2,Il,396
τε καὶ,3,363,1,2,Il,397
τε καὶ,3,373,4,2,Il,398
τε καὶ,3,460,1,2,Il,399
τε καὶ,4,20,5,2,Il,400
τε καὶ,4,44,4,2,Il,401
τε καὶ,4,52,3,2,Il,402
τε καὶ,4,55,4,2,Il,403
τε καὶ,4,60,2,2,Il,404
τε καὶ,4,151,4,2,Il,405
τε καὶ,4,160,3,2,Il,406
τε καὶ,4,161,1,2,Il,407
τε καὶ,4,162,4,2,Il,408
τε καὶ,4,187,1,2,Il,409
τε καὶ,4,216,1,2,Il,410
τε καὶ,4,282,2,2,Il,411
τε καὶ,4,298,4,2,Il,412
τε καὶ,4,303,3,2,Il,413
τε καὶ,4,450,3,2,Il,414
τε καὶ,4,451,1,2,Il,415
τε καὶ,5,4,4,2,Il,416
τε καὶ,5,7,6,2,Il,417
τε καὶ,5,176,3,2,Il,418
τε καὶ,5,207,1,2,Il,419
τε καὶ,5,213,3,2,Il,420
τε καὶ,5,418,4,2,Il,421
τε καὶ,5,447,3,2,Il,422
τε καὶ,5,490,7,2,Il,423
τε καὶ,5,501,4,2,Il,424
τε καὶ,5,515,3,2,Il,425
τε καὶ,5,568,4,2,Il,426
τε καὶ,5,586,5,2,Il,427
τε καὶ,5,614,4,2,Il,428
τε καὶ,5,624,2,2,Il,429
τε καὶ,5,758,1,2,Il,430
τε καὶ,5,760,2,2,Il,431
τε καὶ,5,769,2,2,Il,432
τε καὶ,5,832,4,2,Il,433
τε καὶ,6,75,4,2,Il,434
τε καὶ,6,77,1,2,Il,435
τε καὶ,6,95,1,2,Il,436
τε καὶ,6,156,4,2,Il,437
τε καὶ,6,197,1,2,Il,438
τε καὶ,6,211,3,2,Il,439
τε καὶ,6,239,6,2,Il,440
τε καὶ,6,276,1,2,Il,441
τε καὶ,6,283,1,2,Il,442
τε καὶ,6,310,1,2,Il,443
τε καὶ,6,351,3,2,Il,444
τε καὶ,6,452,5,2,Il,445
τε καὶ,6,491,2,2,Il,446
τε καὶ,6,523,3,2,Il,447
τε καὶ,7,58,3,2,Il,448
τε καὶ,7,134,2,2,Il,449
τε καὶ,7,276,1,2,Il,450
τε καὶ,7,288,8,2,Il,451
τε καὶ,7,308,3,2,Il,452
τε καὶ,7,327,1,2,Il,453
τε καὶ,7,338,4,2,Il,454
τε καὶ,7,385,1,2,Il,455
τε καὶ,7,386,2,2,Il,456
τε καὶ,7,437,4,2,Il,457
τε καὶ,8,46,2,2,Il,458
τε καὶ,8,64,3,2,Il,459
τε καὶ,8,65,1,2,Il,460
τε καὶ,8,114,2,2,Il,461
τε καὶ,8,158,6,2,Il,462
τε καὶ,8,185,1,2,Il,463
τε καὶ,8,193,4,2,Il,464
τε καὶ,8,203,5,2,Il,465
τε καὶ,8,204,1,2,Il,466
τε καὶ,8,214,3,2,Il,467
τε καὶ,8,275,3,2,Il,468
τε καὶ,8,431,1,2,Il,469
τε καὶ,8,444,5,2,Il,470
τε καὶ,8,447,4,2,Il,471
τε καὶ,8,457,5,2,Il,472
τε καὶ,9,150,2,2,Il,473
τε καὶ,9,170,2,2,Il,474
τε καὶ,9,254,5,2,Il,475
τε καὶ,9,292,2,2,Il,476
τε καὶ,9,310,4,2,Il,477
τε καὶ,9,346,4,2,Il,478
τε καὶ,9,379,4,2,Il,479
τε καὶ,9,407,3,2,Il,480
τε καὶ,9,493,5,2,Il,481
τε καὶ,9,494,8,2,Il,482
τε καὶ,9,500,2,2,Il,483
τε καὶ,9,501,3,2,Il,484
τε καὶ,9,549,7,2,Il,485
τε καὶ,9,595,1,2,Il,486
τε καὶ,9,704,5,2,Il,487
τε καὶ,10,52,1,2,Il,488
τε καὶ,10,121,3,2,Il,489
τε καὶ,10,258,2,2,Il,490
τε καὶ,10,318,4,2,Il,491
τε καὶ,10,322,4,2,Il,492
τε καὶ,10,338,4,2,Il,493
τε καὶ,10,408,6,2,Il,494
τε καὶ,10,438,4,2,Il,495
τε καὶ,10,450,1,2,Il,496
τε καὶ,10,464,5,2,Il,497
τε καὶ,10,523,3,2,Il,498
τε καὶ,10,536,4,2,Il,499
τε καὶ,11,45,4,2,Il,500
τε καὶ,11,101,4,2,Il,501
τε καὶ,11,122,3,2,Il,502
τε καὶ,11,179,3,2,Il,503
τε καὶ,11,285,1,2,Il,504
τε καὶ,11,303,2,2,Il,505
τε καὶ,11,328,3,2,Il,506
τε καὶ,11,483,3,2,Il,507
τε καὶ,11,497,2,2,Il,508
τε καὶ,11,525,4,2,Il,509
τε καὶ,11,528,2,2,Il,510
τε καὶ,11,534,2,2,Il,511
τε καὶ,11,548,2,2,Il,512
τε καὶ,12,21,1,2,Il,513
τε καὶ,12,111,3,2,Il,514
τε καὶ,12,120,2,2,Il,515
τε καὶ,12,284,6,2,Il,516
τε καὶ,12,339,2,2,Il,517
τε καὶ,13,1,4,2,Il,518
τε καὶ,13,93,1,2,Il,519
τε καὶ,13,129,2,2,Il,520
τε καὶ,13,147,2,2,Il,521
τε καὶ,13,166,2,2,Il,522
τε καὶ,13,304,2,2,Il,523
τε καὶ,13,479,1,2,Il,524
τε καὶ,13,500,1,2,Il,525
τε καὶ,13,537,2,2,Il,526
τε καὶ,13,622,3,2,Il,527
τε καὶ,13,684,4,2,Il,528
τε καὶ,13,709,4,2,Il,529
τε καὶ,13,711,3,2,Il,530
τε καὶ,13,720,2,2,Il,531
τε καὶ,13,791,2,2,Il,532
τε καὶ,14,26,2,2,Il,533
τε καὶ,14,29,2,2,Il,534
τε καὶ,14,56,2,2,Il,535
τε καὶ,14,68,2,2,Il,536
τε καὶ,14,174,3,2,Il,537
τε καὶ,14,210,4,2,Il,538
τε καὶ,14,280,3,2,Il,539
τε καὶ,14,307,5,2,Il,540
τε καὶ,14,321,4,2,Il,541
τε καὶ,14,344,1,2,Il,542
τε καὶ,14,379,2,2,Il,543
τε καὶ,14,424,1,2,Il,544
τε καὶ,14,430,2,2,Il,545
τε καὶ,14,464,3,2,Il,546
τε καὶ,14,513,3,2,Il,547
τε καὶ,15,32,6,2,Il,548
τε καὶ,15,42,2,2,Il,549
τε καὶ,15,121,3,2,Il,550
τε καὶ,15,137,5,2,Il,551
τε καὶ,15,197,2,2,Il,552
τε καὶ,15,214,2,2,Il,553
τε καὶ,15,233,2,2,Il,554
τε καὶ,15,257,3,2,Il,555
τε καὶ,15,272,2,2,Il,556
τε καὶ,15,278,2,2,Il,557
τε καὶ,15,329,3,2,Il,558
τε καὶ,15,393,1,2,Il,559
τε καὶ,15,424,1,2,Il,560
τε καὶ,15,485,1,2,Il,561
τε καὶ,15,492,3,2,Il,562
τε καὶ,15,589,6,2,Il,563
τε καὶ,15,688,1,2,Il,564
τε καὶ,16,167,2,2,Il,565
τε καὶ,16,214,3,2,Il,566
τε καὶ,16,219,1,2,Il,567
τε καὶ,16,253,4,2,Il,568
τε καὶ,16,417,2,2,Il,569
τε καὶ,16,425,3,2,Il,570
τε καὶ,16,453,7,2,Il,571
τε καὶ,16,505,3,2,Il,572
τε καὶ,16,536,4,2,Il,573
τε καὶ,16,542,4,2,Il,574
τε καὶ,16,637,2,2,Il,575
τε καὶ,16,654,2,2,Il,576
τε καὶ,16,689,1,2,Il,577
τε καὶ,17,52,3,2,Il,578
τε καὶ,17,110,3,2,Il,579
τε καὶ,17,152,6,2,Il,580
τε καὶ,17,177,1,2,Il,581
τε καὶ,17,205,6,2,Il,582
τε καὶ,17,218,3,2,Il,583
