Book,Line,Word,Text,Length,Foot
11,1,1,ἠ,long,1
11,1,1,ὼς,long,1
11,1,2,δ’ἐκ,long,2
11,1,3,λε,short,2
11,1,3,χέ,short,2
11,1,3,ων,long,3
11,1,4,παρ’,short,3
11,1,5,ἀ,short,3
11,1,5,γαυ,long,4
11,1,5,οῦ,long,4
11,1,6,Τι,long,5
11,1,6,θω,long,5
11,1,6,νοῖ,long,6
11,1,6,ο,long,6
11,2,1,ὄρ,long,1
11,2,1,"νυθ’,",short,1
11,2,2,ἵν’,short,1
11,2,3,ἀ,long,2
11,2,3,θα,short,2
11,2,3,νά,short,2
11,2,3,τοι,long,3
11,2,3,σι,short,3
11,2,4,φό,short,3
11,2,4,ως,long,4
11,2,5,φέ,short,4
11,2,5,ροι,short,4
11,2,6,ἠ,long,5
11,2,6,δὲ,short,5
11,2,7,βρο,short,5
11,2,7,τοῖ,long,6
11,2,7,σι·,long,6
11,3,1,Ζεὺς,long,1
11,3,2,δ’Ἔ,short,1
11,3,2,ρι,short,1
11,3,2,δα,long,2
11,3,3,προ,short,2
11,3,3,ΐ,short,2
11,3,3,αλ,long,3
11,3,3,λε,short,3
11,3,4,θο,short,3
11,3,4,ὰς,long,4
11,3,5,ἐ,short,4
11,3,5,πὶ,short,4
11,3,6,νῆ,long,5
11,3,6,ας,short,5
11,3,7,Ἀ,short,5
11,3,7,χαι,long,6
11,3,7,ῶν,long,6
11,4,1,ἀρ,long,1
11,4,1,γα,short,1
11,4,1,λέ,short,1
11,4,1,"ην,",long,2
11,4,2,πο,short,2
11,4,2,λέ,short,2
11,4,2,μοι,long,3
11,4,2,ο,short,3
11,4,3,τέ,short,3
11,4,3,ρας,long,4
11,4,4,με,short,4
11,4,4,τὰ,short,4
11,4,5,χερ,long,5
11,4,5,σὶν,short,5
11,4,6,ἔ,short,5
11,4,6,χου,long,6
11,4,6,σαν.,long,6
11,5,1,στῆ,long,1
11,5,2,δ’ἐπ’,short,1
11,5,3,Ὀ,short,1
11,5,3,δυσ,long,2
11,5,3,σῆ,long,2
11,5,3,ος,long,3
11,5,4,με,short,3
11,5,4,γα,short,3
11,5,4,κή,long,4
11,5,4,τε,short,4
11,5,4,ϊ,short,4
11,5,5,νη,long,5
11,5,5,ῒ,short,5
11,5,6,με,short,5
11,5,6,λαί,long,6
11,5,6,"νῃ,",long,6
11,6,1,ἥ,long,1
11,6,2,ῥ’ἐν,long,1
11,6,3,μεσ,long,2
11,6,3,σά,short,2
11,6,3,τῳ,short,2
11,6,4,ἔ,long,3
11,6,4,σκε,short,3
11,6,5,γε,short,3
11,6,5,γω,long,4
11,6,5,νέ,short,4
11,6,5,μεν,short,4
11,6,6,ἀμ,long,5
11,6,6,φο,short,5
11,6,6,τέ,short,5
11,6,6,ρω,long,6
11,6,6,"σε,",long,6
11,7,1,ἠ,long,1
11,7,1,μὲν,short,1
11,7,2,ἐπ’,short,1
11,7,3,Αἴ,long,2
11,7,3,αν,long,2
11,7,3,τος,long,3
11,7,4,κλι,short,3
11,7,4,σί,short,3
11,7,4,ας,long,4
11,7,5,Τε,short,4
11,7,5,λα,short,4
11,7,5,μω,long,5
11,7,5,νι,short,5
11,7,5,ά,short,5
11,7,5,δα,long,6
11,7,5,ο,long,6
11,8,1,ἠδ’,long,1
11,8,2,ἐπ’,short,1
11,8,3,Ἀ,short,1
11,8,3,χιλ,long,2
11,8,3,λῆ,long,2
11,8,3,"ος,",long,3
11,8,4,τοί,long,3
11,8,5,ῥ’ἔσ,long,4
11,8,5,χα,short,4
11,8,5,τα,short,4
11,8,6,νῆ,long,5
11,8,6,ας,short,5
11,8,7,ἐ,short,5
11,8,7,ΐ,long,6
11,8,7,σας,long,6
11,9,1,εἴ,long,1
11,9,1,ρυ,short,1
11,9,1,σαν,short,1
11,9,2,ἠ,long,2
11,9,2,νο,short,2
11,9,2,ρέ,short,2
11,9,2,ῃ,long,3
11,9,3,πί,short,3
11,9,3,συ,short,3
11,9,3,νοι,long,4
11,9,4,καὶ,long,4
11,9,5,κάρ,long,5
11,9,5,τε,short,5
11,9,5,ϊ,short,5
11,9,6,χει,long,6
11,9,6,ρῶν,long,6
11,10,1,ἔν,long,1
11,10,1,θα,long,1
11,10,2,στᾶσ’,long,2
11,10,3,ἤ,long,2
11,10,3,ϋ,long,3
11,10,3,σε,short,3
11,10,4,θε,short,3
11,10,4,ὰ,long,4
11,10,5,μέ,short,4
11,10,5,γα,short,4
11,10,6,τε,long,5
11,10,7,δει,long,5
11,10,7,νόν,long,6
11,10,8,τε,long,6
11,11,1,ὄρ,long,1
11,11,1,"θι’,",short,1
11,11,2,Ἀ,short,1
11,11,2,χαι,long,2
11,11,2,οῖ,long,2
11,11,2,σιν,long,3
11,11,3,δὲ,short,3
11,11,4,μέ,short,3
11,11,4,γα,long,4
11,11,5,σθέ,short,4
11,11,5,νος,short,4
11,11,6,ἔμ,long,5
11,11,6,βαλ’,short,5
11,11,7,ἑ,short,5
11,11,7,κά,long,6
11,11,7,στῳ,long,6
11,12,1,καρ,long,1
11,12,1,δί,short,1
11,12,1,ῃ,short,1
11,12,2,ἄ,long,2
11,12,2,λη,long,2
11,12,2,κτον,long,3
11,12,3,πο,short,3
11,12,3,λε,short,3
11,12,3,μί,long,4
11,12,3,ζειν,long,4
11,12,4,ἠ,long,5
11,12,4,δὲ,short,5
11,12,5,μά,short,5
11,12,5,χεσ,long,6
11,12,5,θαι.,long,6
11,13,1,τοῖ,long,1
11,13,1,σι,short,1
11,13,2,δ’ἄ,short,1
11,13,2,φαρ,long,2
11,13,3,πό,short,2
11,13,3,λε,short,2
11,13,3,μος,long,3
11,13,4,γλυ,short,3
11,13,4,κί,short,3
11,13,4,ων,long,4
11,13,5,γέ,short,4
11,13,5,νετ’,short,4
11,13,6,ἠ,long,5
11,13,6,ὲ,short,5
11,13,7,νέ,short,5
11,13,7,εσ,long,6
11,13,7,θαι,long,6
11,14,1,ἐν,long,1
11,14,2,νηυ,long,1
11,14,2,σὶ,long,2
11,14,3,γλα,short,2
11,14,3,φυ,short,2
11,14,3,ρῇ,long,3
11,14,3,σι,short,3
11,14,4,φί,short,3
11,14,4,λην,long,4
11,14,5,ἐς,long,4
11,14,6,πα,long,5
11,14,6,τρί,short,5
11,14,6,δα,short,5
11,14,7,γαῖ,long,6
11,14,7,αν.,long,6
11,15,1,Ἀ,long,1
11,15,1,τρε,short,1
11,15,1,ΐ,short,1
11,15,1,δης,long,2
11,15,2,δ’ἐ,short,2
11,15,2,βό,short,2
11,15,2,η,long,3
11,15,2,σεν,short,3
11,15,3,ἰ,short,3
11,15,3,δὲ,long,4
11,15,4,ζών,long,4
11,15,4,νυσ,long,5
11,15,4,θαι,short,5
11,15,5,ἄ,short,5
11,15,5,νω,long,6
11,15,5,γεν,long,6
11,16,1,Ἀρ,long,1
11,16,1,γεί,long,1
11,16,1,ους·,long,2
11,16,2,ἐν,long,2
11,16,3,δ’αὐ,long,3
11,16,3,τὸς,short,3
11,16,4,ἐ,short,3
11,16,4,δύ,long,4
11,16,4,σε,short,4
11,16,4,το,short,4
11,16,5,νώ,long,5
11,16,5,ρο,short,5
11,16,5,πα,short,5
11,16,6,χαλ,long,6
11,16,6,κόν.,long,6
11,17,1,κνη,long,1
11,17,1,μῖ,long,1
11,17,1,δας,long,2
11,17,2,μὲν,long,2
11,17,3,πρῶ,long,3
11,17,3,τα,short,3
11,17,4,πε,short,3
11,17,4,ρὶ,long,4
11,17,5,κνή,long,4
11,17,5,μῃ,long,5
11,17,5,σιν,short,5
11,17,6,ἔ,short,5
11,17,6,θη,long,6
11,17,6,κε,long,6
11,18,1,κα,long,1
11,18,1,λὰς,long,1
11,18,2,ἀρ,long,2
11,18,2,γυ,short,2
11,18,2,ρέ,short,2
11,18,2,οι,long,3
11,18,2,σιν,short,3
11,18,3,ἐ,short,3
11,18,3,πισ,long,4
11,18,3,φυ,short,4
11,18,3,ρί,short,4
11,18,3,οις,long,5
11,18,4,ἀ,short,5
11,18,4,ρα,short,5
11,18,4,ρυί,long,6
11,18,4,ας·,long,6
11,19,1,δεύ,long,1
11,19,1,τε,short,1
11,19,1,ρον,short,1
11,19,2,αὖ,long,2
11,19,3,θώ,long,2
11,19,3,ρη,long,3
11,19,3,κα,short,3
11,19,4,πε,short,3
11,19,4,ρὶ,long,4
11,19,5,στή,long,4
11,19,5,θεσ,long,5
11,19,5,σιν,short,5
11,19,6,ἔ,short,5
11,19,6,δυ,long,6
11,19,6,"νε,",long,6
11,20,1,τόν,long,1
11,20,2,πο,short,1
11,20,2,τέ,short,1
11,20,3,οἱ,long,2
11,20,4,Κι,short,2
11,20,4,νύ,short,2
11,20,4,ρης,long,3
11,20,5,δῶ,long,3
11,20,5,κε,long,4
11,20,6,ξει,long,4
11,20,6,νή,long,5
11,20,6,ϊ,short,5
11,20,6,ον,short,5
11,20,7,εἶ,long,6
11,20,7,ναι.,long,6
11,21,1,πεύ,long,1
11,21,1,θε,short,1
11,21,1,το,short,1
11,21,2,γὰρ,long,2
11,21,3,Κύ,long,2
11,21,3,προν,long,3
11,21,4,δὲ,short,3
11,21,5,μέ,short,3
11,21,5,γα,long,4
11,21,6,κλέ,short,4
11,21,6,ος,short,4
11,21,7,οὕ,long,5
11,21,7,νεκ’,short,5
11,21,8,Ἀ,short,5
11,21,8,χαι,long,6
11,21,8,οὶ,long,6
11,22,1,ἐς,long,1
11,22,2,Τροί,long,1
11,22,2,ην,long,2
11,22,3,νή,long,2
11,22,3,εσ,long,3
11,22,3,σιν,short,3
11,22,4,ἀ,short,3
11,22,4,να,long,4
11,22,4,πλεύ,long,4
11,22,4,σεσ,long,5
11,22,4,θαι,short,5
11,22,5,ἔ,short,5
11,22,5,μελ,long,6
11,22,5,λον·,long,6
11,23,1,τοὔ,long,1
11,23,1,νε,short,1
11,23,1,κά,short,1
11,23,2,οἱ,long,2
11,23,3,τὸν,long,2
11,23,4,δῶ,long,3
11,23,4,κε,short,3
11,23,5,χα,short,3
11,23,5,ρι,long,4
11,23,5,ζό,short,4
11,23,5,με,short,4
11,23,5,νος,long,5
11,23,6,βα,short,5
11,23,6,σι,short,5
11,23,6,λῆ,long,6
11,23,6,ϊ.,long,6
11,24,1,τοῦ,long,1
11,24,2,δ’ἤ,long,1
11,24,2,τοι,long,2
11,24,3,δέ,short,2
11,24,3,κα,short,2
11,24,4,οἶ,long,3
11,24,4,μοι,short,3
11,24,5,ἔ,short,3
11,24,5,σαν,long,4
11,24,6,μέ,short,4
11,24,6,λα,short,4
11,24,6,νος,long,5
11,24,7,κυ,short,5
11,24,7,ά,short,5
11,24,7,νοι,long,6
11,24,7,"ο,",long,6
11,25,1,δώ,long,1
11,25,1,δε,short,1
11,25,1,κα,short,1
11,25,2,δὲ,long,2
11,25,3,χρυ,long,2
11,25,3,σοῖ,long,3
11,25,3,ο,short,3
11,25,4,καὶ,short,3
11,25,5,εἴ,long,4
11,25,5,κο,short,4
11,25,5,σι,short,4
11,25,6,κασ,long,5
11,25,6,σι,short,5
11,25,6,τέ,short,5
11,25,6,ροι,long,6
11,25,6,ο·,long,6
11,26,1,κυ,long,1
11,26,1,ά,short,1
11,26,1,νε,short,1
11,26,1,οι,long,2
11,26,2,δὲ,short,2
11,26,3,δρά,short,2
11,26,3,κον,long,3
11,26,3,τες,short,3
11,26,4,ὀ,short,3
11,26,4,ρω,long,4
11,26,4,ρέ,short,4
11,26,4,χα,short,4
11,26,4,το,long,5
11,26,5,προ,short,5
11,26,5,τὶ,short,5
11,26,6,δει,long,6
11,26,6,ρὴν,long,6
11,27,1,τρεῖς,long,1
11,27,2,ἑ,short,1
11,27,2,κά,short,1
11,27,2,τερθ’,long,2
11,27,3,ἴ,long,2
