Book,Line,Word,Text,Length,Foot
15,1,1,αὐ,long,1
15,1,1,τὰρ,short,1
15,1,2,ἐ,short,1
15,1,2,πεὶ,long,2
15,1,3,δι,short,2
15,1,3,ά,short,2
15,1,4,τε,long,3
15,1,5,σκό,short,3
15,1,5,λο,short,3
15,1,5,πας,long,4
15,1,6,καὶ,long,4
15,1,7,τά,long,5
15,1,7,φρον,short,5
15,1,8,ἔ,short,5
15,1,8,βη,long,6
15,1,8,σαν,long,6
15,2,1,φεύ,long,1
15,2,1,γο,long,1
15,2,1,"ντες,",long,2
15,2,2,πο,long,2
15,2,2,λλοὶ,long,3
15,2,3,δὲ,short,3
15,2,4,δά,short,3
15,2,4,μεν,long,4
15,2,5,Δα,short,4
15,2,5,να,short,4
15,2,5,ῶν,long,5
15,2,6,ὑ,short,5
15,2,6,πὸ,short,5
15,2,7,χε,long,6
15,2,7,"ρσίν,",long,6
15,3,1,οἳ,long,1
15,3,2,μὲν,long,1
15,3,3,δὴ,long,2
15,3,4,παρ’,short,2
15,3,5,ὄ,short,2
15,3,5,χε,long,3
15,3,5,σφιν,short,3
15,3,6,ἐ,short,3
15,3,6,ρη,long,4
15,3,6,τύ,long,4
15,3,6,ο,long,5
15,3,6,ντο,short,5
15,3,7,μέ,short,5
15,3,7,νο,long,6
15,3,7,ντες,long,6
15,4,1,χλω,long,1
15,4,1,ροὶ,short,1
15,4,2,ὑ,short,1
15,4,2,παὶ,long,2
15,4,3,δεί,long,2
15,4,3,ους,long,3
15,4,4,πε,short,3
15,4,4,φο,short,3
15,4,4,βη,long,4
15,4,4,μέ,short,4
15,4,4,νοι·,short,4
15,4,5,ἔ,long,5
15,4,5,γρε,short,5
15,4,5,το,short,5
15,4,6,δὲ,long,6
15,4,7,Ζεὺς,long,6
15,5,1,Ἴ,long,1
15,5,1,δης,long,1
15,5,2,ἐν,long,2
15,5,3,κο,short,2
15,5,3,ρυ,short,2
15,5,3,φῇ,long,3
15,5,3,σι,short,3
15,5,4,πα,short,3
15,5,4,ρὰ,long,4
15,5,5,χρυ,long,4
15,5,5,σο,long,5
15,5,5,θρό,short,5
15,5,5,νου,short,5
15,5,6,Ἥ,long,6
15,5,6,"ρης,",long,6
15,6,1,στῆ,long,1
15,6,2,δ’ἄρ’,short,1
15,6,3,ἀ,short,1
15,6,3,να,long,2
15,6,3,ΐ,long,2
15,6,3,"ξας,",long,3
15,6,4,ἴ,short,3
15,6,4,δε,short,3
15,6,5,δὲ,long,4
15,6,6,Τρῶ,long,4
15,6,6,ας,long,5
15,6,7,καὶ,short,5
15,6,8,Ἀ,short,5
15,6,8,χαι,long,6
15,6,8,οὺς,long,6
15,7,1,τοὺς,long,1
15,7,2,μὲν,short,1
15,7,3,ὀ,short,1
15,7,3,ρι,long,2
15,7,3,νο,short,2
15,7,3,μέ,short,2
15,7,3,"νους,",long,3
15,7,4,τοὺς,long,3
15,7,5,δὲ,long,4
15,7,6,κλο,short,4
15,7,6,νέ,short,4
15,7,6,ο,long,5
15,7,6,ντας,short,5
15,7,7,ὄ,short,5
15,7,7,πι,long,6
15,7,7,σθεν,long,6
15,8,1,Ἀ,long,1
15,8,1,ργεί,long,1
15,8,1,"ους,",long,2
15,8,2,με,short,2
15,8,2,τὰ,short,2
15,8,3,δέ,long,3
15,8,4,σφι,short,3
15,8,5,Πο,short,3
15,8,5,σει,long,4
15,8,5,δά,long,4
15,8,5,ω,long,5
15,8,5,να,short,5
15,8,6,ἄ,short,5
15,8,6,να,long,6
15,8,6,κτα·,long,6
15,9,1,Ἕ,long,1
15,9,1,κτο,short,1
15,9,1,ρα,short,1
15,9,2,δ’ἐν,long,2
15,9,3,πε,short,2
15,9,3,δί,short,2
15,9,3,ῳ,long,3
15,9,4,ἴ,short,3
15,9,4,δε,short,3
15,9,5,κεί,long,4
15,9,5,με,short,4
15,9,5,"νον,",short,4
15,9,6,ἀ,long,5
15,9,6,μφὶ,short,5
15,9,7,δ’ἑ,short,5
15,9,7,ταῖ,long,6
15,9,7,ροι,long,6
15,10,1,εἵ,long,1
15,10,1,"αθ’,",short,1
15,10,2,ὃ,short,1
15,10,3,δ’ἀ,long,2
15,10,3,ργα,short,2
15,10,3,λέ,short,2
15,10,3,ῳ,long,3
15,10,4,ἔ,short,3
15,10,4,χετ’,short,3
15,10,5,ἄσ,long,4
15,10,5,θμα,short,4
15,10,5,τι,short,4
15,10,6,κῆρ,long,5
15,10,7,ἀ,short,5
15,10,7,πι,short,5
15,10,7,νύ,long,6
15,10,7,σσων,long,6
15,11,1,αἷμ’,long,1
15,11,2,ἐ,short,1
15,11,2,μέ,short,1
15,11,2,"ων,",long,2
15,11,3,ἐ,short,2
15,11,3,πεὶ,short,2
15,11,4,οὔ,long,3
15,11,5,μιν,short,3
15,11,6,ἀ,short,3
15,11,6,φαυ,long,4
15,11,6,ρό,short,4
15,11,6,τα,short,4
15,11,6,τος,long,5
15,11,7,βάλ’,short,5
15,11,8,Ἀ,short,5
15,11,8,χαι,long,6
15,11,8,ῶν.,long,6
15,12,1,τὸν,long,1
15,12,2,δὲ,short,1
15,12,3,ἰ,short,1
15,12,3,δὼν,long,2
15,12,4,ἐ,short,2
15,12,4,λέ,short,2
15,12,4,η,long,3
15,12,4,σε,short,3
15,12,5,πα,short,3
15,12,5,τὴρ,long,4
15,12,6,ἀ,long,4
15,12,6,νδρῶν,long,5
15,12,7,τε,short,5
15,12,8,θε,short,5
15,12,8,ῶν,long,6
15,12,9,"τε,",long,6
15,13,1,δει,long,1
15,13,1,νὰ,short,1
15,13,2,δ’ὑ,short,1
15,13,2,πό,long,2
15,13,2,δρα,short,2
15,13,3,ἰ,short,2
15,13,3,δὼν,long,3
15,13,4,Ἥ,long,3
15,13,4,ρην,long,4
15,13,5,πρὸς,long,4
15,13,6,μῦ,long,5
15,13,6,θον,short,5
15,13,7,ἔ,short,5
15,13,7,ει,long,6
15,13,7,πεν·,long,6
